"city","country","pop2025","latitude","longitude"
"Jaito","India",34346,30.4513,74.8919
"Gharaunda","India",34307,29.5369,76.9714
"Kodungallur","India",34210,10.2326,76.1951
"Ausa","India",34161,18.2473,76.4993
"Hamirpur","India",34144,25.9553,80.1484
"Jhabua","India",34135,22.7677,74.5909
"Nawabganj","India",34134,28.541,79.6346
"Sinnar","India",34095,19.8451,73.9987
"Pen","India",34092,18.7373,73.096
"Indi","India",34075,17.1773,75.9526
"Pappinissheri","India",34025,11.9565,75.3403
"Mokokchung","India",34021,26.3248,94.5183
"Sathyamangalam","India",34011,11.5053,77.2383
"Fatehpur","India",34010,27.1728,81.2106
"Guledagudda","India",33851,16.0502,75.79
"Melur","India",33839,10.0324,78.3393
"Bhiwadi","India",33831,28.2102,76.8606
"Guskhara","India",33780,23.4928,87.7348
"Sindgi","India",33770,16.9188,76.2337
"Narsipatnam","India",33755,17.6671,82.6124
"Ichchapuram","India",33754,19.1139,84.6872
"Bahjoi","India",33752,28.395,78.6266
"Tuensang","India",33748,26.267,94.8242
"Dharangaon","India",33718,21.0119,75.2741
"Pulivendla","India",33615,14.4214,78.225
"Peddapalli","India",33582,18.6136,79.3744
"Madikeri","India",33540,12.426,75.7382
"Kopaganj","India",33539,26.0192,83.5663
"Kaman","India",33524,27.6579,77.2691
"Thana Bhawan","India",33498,29.5861,77.4181
"Uravakonda","India",33495,14.9435,77.2549
"Begamganj","India",33467,23.5992,78.3406
"Darsi","India",33418,15.7698,79.6794
"Erattupetta","India",33408,9.68747,76.7789
"Nargund","India",33403,15.723,75.3867
"Zaidpur","India",33397,26.8309,81.3293
"Amli","India",33369,20.2833,73.0167
"Sohna","India",33361,28.2474,77.0654
"Anupgarh","India",33309,29.1911,73.2086
"Jogbani","India",33300,26.399,87.2653
"Shikarpur","India",33273,14.2698,75.3564
"Shahpura","India",33273,27.3912,75.9596
"Kunigal","India",33273,13.0232,77.0252
"Kosamba","India",33221,21.462,72.9584
"Muhammadabad","India",33186,25.6191,83.7558
"Lakhyabad","India",33162,23.6667,86.6667
"Jhalrapatan","India",33121,24.542,76.1724
"Sirkazhi","India",33100,11.2373,79.7358
"Chaksu","India",33098,26.6051,75.9481
"Porur","India",33060,13.0357,80.1582
"Bhadasar","India",33006,28.3146,74.2895
"Wai","India",32957,17.9528,73.8906
"Jagatsinghapur","India",32945,20.2557,86.1711
"Bagasra","India",32944,21.4872,70.9552
"Kadur","India",32935,13.5528,76.0116
"Dharmanagar","India",32912,24.3667,92.1667
"Lahar","India",32886,26.194,78.9414
"Yaval","India",32881,21.1677,75.6976
"Kaimganj","India",32858,27.5544,79.3353
"Janjgir","India",32833,22.0092,82.5778
"Egra","India",32832,21.8995,87.5379
"Bihariganj","India",32805,25.7341,86.9884
"Umreth","India",32802,22.6988,73.1156
"Venkatagiri","India",32761,13.96,79.5803
"Mushabani","India",32761,22.5114,86.4571
"Mahalingpur","India",32699,16.3888,75.1087
"Neem ka Thana","India",32690,27.7398,75.7865
"Nepanagar","India",32611,21.4538,76.3933
"Nautanwa","India",32587,27.4275,83.4179
"Vallabh Vidyanagar","India",32581,22.5333,72.9
"Chanderi","India",32549,24.7131,78.1381
"Manuguru","India",32539,17.981,80.7547
"Mahemdavad","India",32504,22.8236,72.7555
"Goribidnur","India",32447,13.6107,77.5174
"Almora","India",32442,29.5971,79.6591
"Nakodar","India",32405,31.1259,75.4751
"Karamsad","India",32380,22.5424,72.9039
"Manali","India",32363,13.1667,80.2667
"Dharmabad","India",32351,18.8912,77.8494
"Vedaraniyam","India",32245,10.3721,79.851
"Jayamkondacholapuram","India",32217,11.2127,79.3637
"Kalka","India",32205,30.8398,76.9407
"Umarga","India",32181,17.8384,76.6233
"Pinjaur","India",32162,30.7987,76.9182
"Bisauli","India",32154,28.3077,78.9368
"Turaiyur","India",32134,11.1497,78.5987
"Pavugada","India",32063,14.0995,77.2802
"Ambasamudram","India",32020,8.71068,77.4519
"Zamania","India",32008,25.4196,83.5579
"Malkapur","India",32000,17.2621,74.1757
"Shirdi","India",31978,19.7662,74.4774
"Bandipura","India",31978,34.4173,74.6431
"Kokrajhar","India",31971,26.4011,90.2729
"Palladam","India",31935,10.9917,77.2863
"Muddebihal","India",31895,16.3378,76.1317
"Lalganj","India",31879,25.8689,85.1739
"Rasra","India",31876,25.8576,83.8549
"Islampur","India",31875,25.1408,85.2059
"Ghugus","India",31859,19.9381,79.1119
"Sattur","India",31856,9.35592,77.9246
"Basudebpur","India",31827,21.1197,86.729
"Khachrod","India",31825,23.4232,75.2819
"Kotma","India",31756,23.2038,81.979
"Bhatkal","India",31735,13.9853,74.5553
"Khurai","India",31613,24.0437,78.3301
"Chittur","India",31608,10.6997,76.7471
"Vadigenhalli","India",31558,13.2972,77.8018
"Sijua","India",31537,23.7762,86.3303
"Vandavasi","India",31530,12.5043,79.6056
"Lalsot","India",31480,26.5595,76.3291
"Shahpur","India",31422,16.6961,76.8422
"Chemmumiahpet","India",31416,15.8979,79.3213
"Bahadurganj","India",31405,26.2617,87.8244
"Gomoh","India",31395,23.8736,86.1516
"Jalalpur","India",31388,26.3116,82.7386
"Khunti","India",31366,23.076,85.2782
"Kangayam","India",31364,11.006,77.5609
"Zira","India",31350,30.9685,74.9911
"Jhanjharpur","India",31283,26.2647,86.2799
"Sangola","India",31279,17.4395,75.1938
"Singanallur","India",31239,10.999,77.0324
"Karamadai","India",31188,11.2406,76.9601
"Ramapuram","India",31169,13.1009,79.1841
"Nawanshahr","India",31121,31.1245,76.1161
"Mankachar","India",31091,25.5335,89.8637
"Razampeta","India",31079,14.1954,79.159
"Sabalgarh","India",31032,26.2492,77.4079
"Hailakandi","India",31031,24.6839,92.561
"Jagdispur","India",31029,25.4681,84.4194
"Jagdishpur","India",31029,26.7497,80.5451
"Sirur","India",31018,18.8276,74.3747
"Rawatsar","India",31016,29.2672,74.4029
"Shamsabad","India",31009,27.0172,78.1236
"Partur","India",30991,19.5993,76.2154
"Puttur","India",30986,13.4419,79.5531
"Guduvancheri","India",30972,12.8452,80.0605
"Erandol","India",30931,20.9221,75.3264
"Pasan","India",30928,22.8441,82.1982
"Rudarpur","India",30873,26.4447,83.613
"Safidon","India",30863,29.406,76.6704
"Hatta","India",30854,24.1341,79.6012
"Elur","India",30832,10.0667,76.2833
"Basavana Bagevadi","India",30827,16.5728,75.9725
"Perambalur","India",30799,11.2333,78.8833
"Gangtok","India",30700,27.3257,88.6122
"Malur","India",30677,13.0032,77.938
"Usilampatti","India",30675,9.96936,77.7862
"Un","India",30671,23.8874,71.7698
"Mudbidri","India",30632,13.0665,74.9952
"Rajakhera","India",30627,26.898,78.171
"Manwat","India",30624,19.3013,76.4974
"Wadi","India",30602,17.0518,76.9905
"Anta","India",30598,25.15,76.3
"Maharaganj","India",30548,27.1446,83.5621
"Tarakeswar","India",30475,22.886,88.0136
"Keelakarai","India",30468,9.23183,78.7855
"Kakching","India",30418,24.4982,93.9813
"Gevrai","India",30406,19.2637,75.7501
"Pihani","India",30369,27.6199,80.2034
"Perungudi","India",30363,12.9609,80.2409
"Sarkhej","India",30341,22.983,72.502
"Remuna","India",30319,21.528,86.8716
"Sri Madhopur","India",30281,27.466,75.5974
"Udaipur","India",30264,27.723,75.4718
"Walajapet","India",30256,12.9251,79.3663
"Pedana","India",30252,16.2558,81.1438
"Ferokh","India",30229,11.1799,75.8414
"Salaya","India",30228,22.3104,69.6038
"Musiri","India",30209,10.953,78.4443
"Khair","India",30173,27.9419,77.8424
"Chitapur","India",30139,17.1236,77.0824
"Risod","India",30131,19.9767,76.788
"Dhandhuka","India",30049,22.3818,71.9866
"Fatehpur Sikri","India",30026,27.0937,77.66
"Birpara","India",30000,26.7042,89.1455
"Yanamalakuduru","India",30000,16.4853,80.6675
"Cherpulassery","India",30000,10.8765,76.3093
"Amla","India",29995,21.9249,78.1279
"Narsinghgarh","India",29981,23.7076,77.0932
"Talaja","India",29948,21.3527,72.0352
"Dharmadam","India",29943,11.7754,75.4646
"Bhongaon","India",29911,27.2551,79.1812
"Tiruchchendur","India",29872,8.49725,78.1191
"Sasvad","India",29858,18.3435,74.031
"Ambad","India",29846,19.613,75.7891
"Ramgarh","India",29834,27.251,75.1789
"Jalalabad","India",29824,30.6062,74.2573
"Soro","India",29797,21.2785,86.6883
"Lingsugur","India",29783,16.1588,76.5217
"Gajendragarh","India",29749,15.7363,75.9698
"Madurantakam","India",29743,12.5117,79.8848
"Umaria","India",29740,23.5247,80.8372
"Devarkonda","India",29726,16.6919,78.9207
"Dhamnod","India",29681,22.2093,75.4706
"Bilari","India",29666,28.6215,78.8036
"Muvattupula","India",29664,9.98493,76.5773
"Adur","India",29652,9.15595,76.7319
"Saoner","India",29638,21.3851,78.9215
"Raisinghnagar","India",29626,29.5358,73.4492
"Miranpur Katra","India",29626,28.0296,79.6678
"Kalpatta","India",29602,11.6087,76.0834
"Arangaon","India",29591,19.0268,74.7149
"Kalavoor","India",29564,9.57046,76.3276
"Mansa","India",29551,23.4256,72.6574
"Zunheboto","India",29499,25.9667,94.5167
"Mainaguri","India",29459,26.5626,88.8204
"Nagar Karnul","India",29439,16.4821,78.3247
"Khedbrahma","India",29402,24.0299,73.0463
"Taranagar","India",29392,28.6686,75.0321
"Palkonda","India",29378,18.6037,83.7557
"Dhari","India",29346,21.3286,71.0265
"Jewar","India",29316,28.122,77.5573
"Kalyandurg","India",29272,14.5452,77.1055
"Dighwara","India",29270,25.7443,85.01
"Shahpura","India",29259,25.6209,74.9249
"Muvattupuzha","India",29246,9.97985,76.5738
"Bachhraon","India",29232,28.9269,78.2346
"Irinjalakuda","India",29208,10.3424,76.2112
"Mangrul Pir","India",29198,20.3138,77.3418
"Madukkarai","India",29144,10.9057,76.9634
"Islamnagar","India",29144,28.329,78.7252
"Ariyalur","India",29144,11.1385,79.0756
"Ponmana","India",29139,9.00798,76.5202
"Manavadar","India",29105,21.4981,70.1377
"Sirsaganj","India",29034,27.0571,78.6866
"Sanchor","India",29022,24.7536,71.7728
"Sandur","India",29016,15.0861,76.5469
"Chodavaram","India",29000,17.8288,82.9353
"Surandai","India",28989,8.97574,77.4192
"Banda","India",28978,24.0449,78.9609
"Piro","India",28967,25.3322,84.4045
"Suar","India",28941,29.0284,79.0565
"Manoharpur","India",28928,27.2977,75.9495
"Rajura","India",28881,19.7795,79.3646
"Kotagiri","India",28848,11.4207,76.8604
"Rusera","India",28781,25.7535,86.026
"Nelamangala","India",28697,13.0998,77.3936
"Soron","India",28683,27.8906,78.7462
"Mukher","India",28647,18.7064,77.368
"Sholinghur","India",28645,13.1181,79.4202
"Gadhada","India",28611,21.9696,71.5783
"Malpura","India",28600,26.2838,75.3646
"Alangulam","India",28558,8.86404,77.4994
"Addanki","India",28547,15.8106,79.9734
"Milak","India",28505,28.6103,79.17
"Coondapoor","India",28491,13.6313,74.6902
"Lakheri","India",28463,25.6724,76.1769
"Lalgola","India",28442,24.4224,88.2524
"Utraula","India",28437,27.3193,82.4187
"Titlagarh","India",28405,20.2896,83.1523
"Tirukkoyilur","India",28337,11.9662,79.2026
"Sonamukhi","India",28334,23.3052,87.4134
"Seoni Malwa","India",28334,22.4505,77.4665
"Badami","India",28314,15.915,75.6768
"Mavoor","India",28313,11.2667,75.9167
"Mavelikara","India",28300,9.25929,76.5564
"Maur","India",28295,30.0833,75.25
"Hole Narsipur","India",28285,12.7864,76.2433
"Dhanaura","India",28285,28.9591,78.2563
"Piravam","India",28254,9.86667,76.5
"Mandi","India",28217,31.7119,76.9327
"Shrigonda","India",28208,18.6153,74.699
"Pandua","India",28205,23.0749,88.2864
"Punch","India",28197,33.7703,74.0925
"Pilani","India",28149,28.3673,75.6035
"Giddalur","India",28142,15.3744,78.9261
"Maddur","India",28141,12.5828,77.0429
"Maddagiri","India",28124,13.6603,77.2124
"Garhakota","India",28114,23.7791,79.1432
"Koynanagar","India",28091,17.4,73.7667
"Kumta","India",27999,14.4285,74.4189
"Losal","India",27964,27.4,74.9167
"Hisua","India",27943,24.8336,85.4173
"Dasna","India",27926,28.6774,77.5225
"Adirampattinam","India",27909,10.3406,79.3791
"Talikota","India",27902,16.4731,76.3109
"Maner","India",27901,25.646,84.8729
"Birmitrapur","India",27879,22.4,84.7667
"Erraguntla","India",27874,14.6385,78.5397
"Bamor Kalan","India",27860,24.893,78.151
"Kalakkadu","India",27845,8.5138,77.5494
"Razam","India",27832,18.4491,83.6596
"Kareli","India",27808,22.9153,79.0638
"Jalgaon Jamod","India",27794,21.0519,76.5346
"Rajaori","India",27792,33.3753,74.3092
"Jaswantnagar","India",27777,26.8827,78.9026
"Afzalgarh","India",27753,29.3937,78.6739
"Byadgi","India",27719,14.6733,75.4868
"Rehli","India",27705,23.6372,79.0628
"Raipur","India",27702,30.311,78.0898
"Mungeli","India",27698,22.0657,81.6854
"Manawar","India",27637,22.2357,75.0892
"Kondagaon","India",27626,19.5908,81.664
"Tehri","India",27611,30.3909,78.4803
"Umarkot","India",27545,19.6653,82.2063
"Nahan","India",27544,30.5603,77.2943
"Sankrail","India",27523,22.55,88.2252
"Manamadurai","India",27493,9.67318,78.471
"Kharagpur","India",27492,25.1245,86.5558
"Beldanga","India",27489,23.9343,88.2602
"Rahatgarh","India",27462,23.7897,78.3947
"Pardi","India",27423,20.5087,72.9457
"Miranpur","India",27390,29.2903,77.9494
"Silvassa","India",27359,20.2739,72.9967
"Kalanwali","India",27355,29.8357,74.9717
"Chakapara","India",27320,22.6322,88.3486
"Kalamb","India",27287,19.0444,73.9555
"Hirakud","India",27277,21.525,83.8727
"Magadi","India",27213,12.9571,77.2237
"Kundarkhi","India",27197,28.683,78.7856
"Gundlupet","India",27197,11.81,76.6903
"Bilgram","India",27173,27.1751,80.032
"Bidhuna","India",27158,26.8017,79.5083
"Perumpavur","India",27105,10.1154,76.4761
"Berasia","India",27091,23.6313,77.4335
"Gobindpur","India",27066,22.6339,86.0716
"Kotdwara","India",27009,29.7461,78.5222
"Bhawanipur","India",27000,26.4535,87.0274
"Rajgarh","India",26953,27.2373,76.6224
"Kasba","India",26937,25.8564,87.5384
"Naharlagun","India",26912,27.1047,93.6952
"Samba","India",26893,32.5625,75.1199
"Vepagunta","India",26881,17.7784,83.2158
"Kulittalai","India",26822,10.9349,78.4125
"Banmankhi","India",26806,25.8886,87.1942
"Sheoganj","India",26804,25.1392,73.0678
"Indapur","India",26752,18.3,73.25
"Kemri","India",26726,28.8067,79.2048
"Sausar","India",26704,21.6558,78.7967
"Kartarpur","India",26701,31.4427,75.4985
"Karhal","India",26693,27.0009,78.9393
"Lar","India",26688,26.2039,83.9691
"Deulgaon Raja","India",26688,20.0176,76.0376
"Mahad","India",26665,18.0833,73.4167
"Aliganj","India",26652,27.4936,79.1713
"Raver","India",26635,21.2476,76.0351
"Panagar","India",26619,23.2854,79.9951
"Hangal","India",26604,14.7647,75.1246
"Perumbavoor","India",26550,10.1069,76.4737
"Ratia","India",26524,29.6903,75.5769
"Pauri","India",26514,30.1529,78.7771
"Shahganj","India",26510,26.0497,82.6842
"Dhrol","India",26496,22.567,70.4177
"Pallippatti","India",26492,11.9399,78.4016
"Gulabpura","India",26467,25.9045,74.6602
"Hadgaon","India",26451,19.4955,77.6586
"Gadhinglaj","India",26449,16.2229,74.3501
"Rajpur","India",26443,22.3039,74.3557
"Terdal","India",26411,16.4938,75.0467
"Rangia","India",26388,26.4493,91.6136
"Jora","India",26338,26.3421,77.8092
"Kheri","India",26327,27.9035,80.7975
"Bilsi","India",26320,28.1294,78.9109
"Taloda","India",26293,21.5613,74.2124
"Polur","India",26290,12.5122,79.124
"Kalavad","India",26287,22.2079,70.3834
"Rampur","India",26257,29.8062,77.4525
"Rafiganj","India",26228,24.8176,84.6345
"Karera","India",26212,25.4582,78.1358
"Halvad","India",26205,23.0152,71.1803
"Husainabad","India",26184,24.5285,84
"Sulur","India",26183,11.0243,77.1256
"Kukshi","India",26183,22.2068,74.7579
"Elamanchili","India",26176,17.5491,82.8575
"Rajgarh","India",26164,24.0083,76.7325
"Marhaura","India",26138,25.9735,84.868
"Shiggaon","India",26118,14.9905,75.225
"Raikot","India",26114,30.65,75.6
"Ranavav","India",26011,21.6873,69.7449
"Junnar","India",25997,19.2082,73.8752
"Kanker","India",25984,20.2719,81.4918
"Kinwat","India",25956,19.6256,78.1987
"Nagari","India",25933,13.3214,79.5856
"Kalol","India",25929,22.6078,73.4627
"Chipurupalle","India",25898,18.3114,83.5685
"Renigunta","India",25895,13.6514,79.5126
"Nalhati","India",25878,24.297,87.829
"Gokarna","India",25851,14.55,74.3167
"Koregaon","India",25846,18.6457,74.0591
"Kandla","India",25845,23.0333,70.2167
"Behror","India",25815,27.8883,76.2811
"Avanigadda","India",25761,16.0215,80.9181
"Srinivaspur","India",25760,13.3391,78.2117
"Nongstoin","India",25758,25.517,91.2648
"Mussoorie","India",25753,30.455,78.0707
"Annigeri","India",25753,15.4251,75.4335
"Mahendragarh","India",25728,28.2694,76.1525
"Jais","India",25726,26.2649,81.5486
"Pawayan","India",25708,28.0663,80.1031
"Chhabra","India",25676,24.6647,76.8438
"Khajuraho Group of Monuments","India",25662,24.8481,79.9335
"Sadri","India",25632,25.1856,73.4529
"Jandiala","India",25631,31.1593,75.6176
"Uran","India",25598,18.8781,72.9392
"Pasighat","India",25581,28.0663,95.3268
"Mauganj","India",25537,24.6672,81.8734
"Tekkalakote","India",25530,15.5344,76.877
"Kallidaikurichi","India",25513,8.68591,77.4659
"Colonelganj","India",25503,27.1343,81.6987
"Mehndawal","India",25495,26.9758,83.1099
"Koelwar","India",25494,25.5805,84.7975
"Kagal","India",25479,16.577,74.3154
"Bannur","India",25455,12.3329,76.862
"Kuttampuzha","India",25436,10.1503,76.7354
"Budhlada","India",25431,29.928,75.562
"Nileshwar","India",25405,12.2595,75.1352
"Karkala","India",25374,13.2143,74.9923
"Kadakkavoor","India",25362,8.67921,76.7671
"Sundarnagar","India",25338,31.5352,76.905
"Banganapalle","India",25325,15.3177,78.2267
"Asandh","India",25323,29.5212,76.6055
"Hadagalli","India",25311,15.0205,75.9318
"Anupshahr","India",25306,28.3575,78.2691
"Jalalabad","India",25302,29.6185,77.4391
"Lumding Railway Colony","India",25283,25.749,93.17
"Songadh","India",25269,21.1697,73.5636
"Shamsabad","India",25266,27.5371,79.438
"Kithor","India",25262,28.8668,77.9386
"Machhlishahr","India",25247,25.6856,82.4111
"Baloda Bazar","India",25235,21.6568,82.1606
"Devanhalli","India",25228,13.2465,77.7118
"Gursarai","India",25191,25.6168,79.1805
"Ringas","India",25171,27.3636,75.5684
"Arumuganeri","India",25151,8.5688,78.0909
"Vayalar","India",25094,9.71158,76.3389
"Ahraura","India",25075,25.0158,83.0329
"Rampachodavaram","India",25074,17.4409,81.7756
"Malakanagiri","India",25054,18.3643,81.888
"Kanigiri","India",25045,15.4056,79.5069
"Chengannur","India",25043,9.31575,76.6151
"Chandauli","India",25035,25.258,83.2682
"Dakor","India",25019,22.7527,73.1497
"Sandi","India",25008,27.2887,79.9519
"Padam","India",25000,33.4666,76.8849
"Marayur","India",25000,10.2764,77.162
"Kolasib","India",25000,24.2239,92.6787
"Shiraguppi","India",25000,16.6187,74.7091
"Abu","India",24981,24.5937,72.7176
"Sheohar","India",24979,26.5139,85.2934
"Kunda","India",24948,25.717,81.514
"Deori Khas","India",24934,23.3902,79.0163
"Sakleshpur","India",24931,12.9412,75.7847
"Bemetara","India",24910,21.7156,81.5342
"Bawana","India",24906,28.7982,77.0343
"Periyanayakkanpalaiyam","India",24894,11.1525,76.9516
"Kanth","India",24883,29.0594,78.6295
"Charkhari","India",24881,25.403,79.7488
"Mangaldai","India",24871,26.4421,92.0305
"Vadnagar","India",24832,23.7859,72.6389
"Safipur","India",24801,26.7378,80.3435
"Kabrai","India",24771,25.4028,79.9997
"Kheda","India",24767,22.7522,72.6853
"Ponneri","India",24756,13.3387,80.1949
"Talwara","India",24752,31.9376,75.8866
"Vadakku Valliyur","India",24749,8.38286,77.6122
"Tharad","India",24697,24.396,71.6258
"Gauripur","India",24694,26.0833,89.9612
"Hosdurga","India",24685,13.7963,76.2841
"Tekkali","India",24682,18.6057,84.2355
"Pakala","India",24680,13.449,79.1149
"Minjur","India",24674,13.2795,80.2581
"Naduvannur","India",24648,11.4877,75.7751
"Andol","India",24645,17.8146,78.0771
"Bijbehara","India",24590,33.7938,75.107
"Gorantla","India",24586,13.9841,77.7722
"Dataganj","India",24562,28.0253,79.4082
"Kailaras","India",24539,26.305,77.616
"Chharra","India",24535,27.9247,78.401
"Faizpur","India",24534,21.1677,75.8601
"Chhota Udepur","India",24517,22.304,74.0158
"Jaynagar-Majilpur","India",24510,22.1758,88.4178
"Singapur","India",24457,17.4698,78.1257
"Sahaspur","India",24452,29.1213,78.6227
"Andippatti","India",24448,9.99797,77.621
"Kant","India",24430,27.8105,79.7918
"Margherita","India",24428,27.2848,95.668
"Jamtara","India",24388,23.963,86.8028
"Avinashi","India",24327,11.193,77.2686
"Iringal","India",24318,11.5593,75.6166
"Uttiramerur","India",24315,12.6143,79.7575
"Vijapur","India",24297,23.5623,72.7485
"Chiknayakanhalli","India",24292,13.4161,76.6206
"Krishnarajpet","India",24289,12.6662,76.4877
"Anjad","India",24286,22.0417,75.0552
"Aron","India",24274,24.3811,77.4174
"Narasannapeta","India",24267,18.4143,84.0446
"Sitarganj","India",24225,28.9293,79.7044
"Nandgaon","India",24209,20.3068,74.655
"Kushtagi","India",24180,15.7562,76.1911
"Sikandarpur","India",24177,26.0433,84.053
"Muhammadabad","India",24146,26.034,83.3811
"Kumbalam","India",24143,9.9063,76.3113
"Srisailain","India",24142,16.0722,78.8682
"Barki Saria","India",24134,24.1759,85.8894
"Ayakudi","India",24120,10.4499,77.552
"Gangapur","India",24118,19.6972,75.0105
"Aluva","India",24108,10.1076,76.3516
"Rajaldesar","India",24104,28.0285,74.4744
"Hastinapur","India",24093,29.1604,78.0076
"Pathardi","India",24091,19.1728,75.1742
"Colgong","India",24081,25.2633,87.2326
"Chettipalaiyam","India",24080,10.9125,77.037
"Manasa","India",24078,24.4776,75.141
"Bhachau","India",24044,23.2986,70.3428
"Bagepalli","India",24031,13.7834,77.7967
"Kotturu","India",24004,14.8244,76.22
"Mul","India",23984,20.0699,79.6783
"Shrirangapattana","India",23927,12.4226,76.6844
"Chengam","India",23904,12.3089,78.7914
"Bazpur","India",23900,29.153,79.1081
"Mangrol","India",23896,25.3306,76.5097
"Sohagpur","India",23849,22.7006,78.1952
"Murliganj","India",23843,25.8969,86.9958
"Reoti","India",23819,25.8509,84.3778
"Fatehganj West","India",23810,28.4662,79.3066
"Waraseoni","India",23800,21.7618,80.043
"Taramangalam","India",23788,11.694,77.9704
"Diu","India",23779,20.7141,70.9822
"Manihari","India",23731,25.3389,87.62
"Lalganj","India",23728,25.9318,81.7048
"Alwaye","India",23703,10.1065,76.3548
"Kharakvasla","India",23677,18.44,73.7755
"Dhanera","India",23656,24.5097,72.0234
"Penugonda","India",23654,16.6536,81.7455
"Mariani","India",23640,26.6572,94.3153
"Ladwa","India",23565,29.9935,77.0456
"Nagar","India",23546,27.424,77.0992
"Doraha","India",23545,30.7995,76.0236
"Morinda","India",23536,30.7901,76.4988
"Duliagaon","India",23528,27.3723,95.3075
"Panchla","India",23526,22.5366,88.1378
"Nadbai","India",23520,27.2229,77.1957
"Jhinjhak","India",23499,26.5609,79.7342
"Malpe","India",23496,13.3496,74.7039
"Birur","India",23493,13.5972,75.9717
"Mandal","India",23478,25.4413,74.5698
"Shishgarh","India",23471,28.7293,79.3147
"Keshorai Patan","India",23464,25.2927,75.9395
"Pawni","India",23450,20.7923,79.6364
"Chhatapur","India",23425,26.2197,87.0048
"Basni","India",23414,27.1723,73.6452
"Khategaon","India",23405,22.5957,76.9133
"Ramtek","India",23404,21.3956,79.3272
"Savantvadi","India",23384,15.9041,73.8219
"Monoharpur","India",23362,22.1083,88.0789
"Bagha Purana","India",23360,30.6881,75.0984
"Injambakkam","India",23346,12.9162,80.2488
"Dinanagar","India",23339,32.1366,75.4729
"Soygaon","India",23320,20.5961,75.6177
"Udaipur","India",23290,23.5333,91.4833
"Nasriganj","India",23286,25.0514,84.3284
"Jaleshwar","India",23280,21.8018,87.2225
"Bewar","India",23280,27.2187,79.2976
"Koothanallur","India",23257,10.7199,79.5157
"Pindwara","India",23229,24.7975,73.0551
"Navalgund","India",23208,15.5588,75.3531
"Khandela","India",23164,27.605,75.502
"Chakan","India",23161,18.7606,73.8635
"Alot","India",23134,23.7634,75.5566
"Dharuhera","India",23132,28.2055,76.7969
"Kurduvadi","India",23131,18.0934,75.4157
"Chandur","India",23125,19.7344,79.1717
"Colachel","India",23095,8.17938,77.2582
"Nakur","India",23084,29.9196,77.3044
"Shamgarh","India",23075,24.1882,75.639
"Kuchaiburi","India",23072,22.2668,86.1739
"Darwha","India",23062,20.3102,77.7726
"Pipri","India",23047,19.7937,75.5352
"Muluppilagadu","India",23030,11.7979,75.4511
"Kurinjippadi","India",23017,11.5503,79.5907
"Kudligi","India",22975,14.905,76.3853
"Vemalwada","India",22920,18.4652,78.8689
"Saidpur","India",22904,25.5375,83.2238
"Phulpur","India",22886,25.549,82.0895
"Kutiatodu","India",22880,9.8,76.3333
"Balarampur","India",22847,23.0971,86.2229
"Sambhar","India",22828,26.9081,75.1914
"Karmala","India",22809,18.4077,75.1939
"Vaikam","India",22807,9.74858,76.3964
"Raghunathpur","India",22802,23.5388,86.6735
"Amarpur","India",22796,25.0397,86.9025
"Hinjilikatu","India",22779,19.4817,84.7449
"Uttamapalaiyam","India",22778,9.80701,77.3272
"Tarana","India",22773,23.3338,76.0425
"Pariyapuram","India",22766,11.0167,75.8667
"Mukerian","India",22751,31.9539,75.6172
"Lathi","India",22745,21.7231,71.3884
"Rania","India",22741,29.5245,74.8369
"Kalamnuri","India",22708,19.6739,77.3115
"Itimadpur","India",22697,27.2354,78.1983
"Banswada","India",22665,18.3773,77.8801
"Saiha","India",22654,22.4918,92.9814
"Cumbum","India",22653,15.5817,79.1106
"Matabhanga","India",22642,26.342,89.2156
"Vattalkundu","India",22638,10.1607,77.7588
"Mahwah","India",22624,27.0459,76.9315
"Bissau","India",22620,28.2474,75.0767
"Todaraisingh","India",22613,26.024,75.4818
"Jashpurnagar","India",22607,22.8878,84.1386
"Ron","India",22593,15.6994,75.7341
"Baddi","India",22592,30.9578,76.7914
"Phillaur","India",22588,31.0189,75.7911
"Jamai","India",22587,22.1964,78.5919
"Phulera","India",22572,26.874,75.2417
"Pukhrayan","India",22555,26.2237,79.8374
"Sirsi","India",22549,28.6392,78.643
"Todabhim","India",22529,26.9167,76.8167
"Tiruppuvanam","India",22517,9.82564,78.2579
"Baswa","India",22515,27.1495,76.5835
"Curchorem","India",22510,15.2635,74.1087
"Tulsipur","India",22486,27.5337,82.4165
"Bhander","India",22482,25.7358,78.7456
"Vadippatti","India",22441,10.0848,77.9611
"Naraura","India",22432,28.2015,78.3872
"Maharajgani","India",22430,26.1102,84.5036
"Nainpur","India",22336,22.43,80.1056
"Ramanayyapeta","India",22323,16.9452,82.2385
"Silapathar","India",22307,27.5944,94.724
"Balod","India",22275,20.7308,81.2058
"Gunupur","India",22264,19.0804,83.8088
"Mariahu","India",22248,25.604,82.6038
"Purwa","India",22220,26.4576,80.774
"Sahawar","India",22201,27.796,78.8337
"Sidhauli","India",22193,27.282,80.8345
"Mayang Imphal","India",22159,24.61,93.8887
"Adra","India",22159,23.4967,86.6836
"Muhammadabad","India",22151,27.309,79.4325
"Someshwar","India",22137,13.4911,75.0665
"Sadalgi","India",22135,16.5587,74.5321
"Tinnanur","India",22125,13.1145,80.0271
"Kailashahar","India",22120,24.332,92.0039
